Date,Market,Ticker,"Forward Return (one month, 21-trading day)",sentimental_and_alternative_emerging_ridge_train
2016-01-05,Emerging,THD,0.05448963929393713,0.01021240276791173
2016-01-05,Emerging,TUR,0.07145156099130999,0.004448082741784747
2016-01-06,Emerging,ARGT,-0.02240566037735869,0.013939196350307388
2016-01-06,Emerging,ECH,0.03253424657534243,0.012588135576806433
2016-01-06,Emerging,EIDO,0.06714140386571721,0.003814716130147013
2016-01-06,Emerging,EPHE,-0.02691831683168322,0.0108043379729838
2016-01-06,Emerging,EPU,0.031526548672566435,0.013930549777663934
2016-01-06,Emerging,EWM,0.05958654235914064,0.005169637255524358
2016-01-06,Emerging,EWT,0.027239150507848642,0.011477563000359972
2016-01-06,Emerging,EWW,-0.016879562043795704,0.011420239839660284
2016-01-06,Emerging,EWY,-0.0045207956600362715,0.012188037885578542
2016-01-06,Emerging,EWZ,0.007198228128460826,0.011033864061242486
2016-01-06,Emerging,EZA,0.009515813042261456,0.012057987570261108
2016-01-06,Emerging,GREK,-0.16121187846884474,0.014093841590298603
2016-01-06,Emerging,MCHI,-0.11681772406847934,0.011164259641877918
2016-01-06,Emerging,THD,0.05894900135737835,0.011397732770211251
2016-01-06,Emerging,TUR,0.07057300097118803,0.004352689843531699
2016-01-07,Emerging,ARGT,-0.014475271411338862,0.01381094052571742
2016-01-07,Emerging,ECH,0.0642299503193755,0.012468063992523662
2016-01-07,Emerging,EIDO,0.08718487394957974,0.0038193523272231945
2016-01-07,Emerging,EPHE,-0.0031928480204342913,0.01070445515408012
2016-01-07,Emerging,EPU,0.04635387224420584,0.013814827836800145
2016-01-07,Emerging,EWM,0.05982905982905984,0.005173222068485267
2016-01-07,Emerging,EWT,0.0411347517730496,0.01163571390268527
2016-01-07,Emerging,EWW,0.001424163304058812,0.011333294051955746
2016-01-07,Emerging,EWY,0.004824259131633424,0.01205698741494577
2016-01-07,Emerging,EWZ,0.021276595744681,0.010972526746153144
2016-01-07,Emerging,EZA,0.04686118479221935,0.012955902502813595
2016-01-07,Emerging,GREK,-0.1825549062467473,0.013978241300240644
2016-01-07,Emerging,MCHI,-0.0986876640419947,0.011071997787628672
2016-01-07,Emerging,THD,0.10722891566265068,0.011295274338439337
2016-01-07,Emerging,TUR,0.0410737386804656,0.004341989316762804
2016-01-08,Emerging,ARGT,-0.010448678549477508,0.013772391858255687
2016-01-08,Emerging,ECH,0.07158273381294955,0.012387753259521695
2016-01-08,Emerging,EIDO,0.10322922181048176,0.003622027326705463
2016-01-08,Emerging,EPHE,0.019915115899445057,0.010719496498288999
2016-01-08,Emerging,EPU,0.03420752565564422,0.013747492663772346
2016-01-08,Emerging,EWM,0.06039441248972888,0.005557997195024381
2016-01-08,Emerging,EWT,0.03325415676959609,0.011615041841247332
2016-01-08,Emerging,EWW,-0.0009636232233196652,0.011306263538283035
2016-01-08,Emerging,EWY,-0.0004620004620004004,0.012132008410354625
2016-01-08,Emerging,EWZ,0.012131715771230622,0.010927467487740124
2016-01-08,Emerging,EZA,0.040024074631357376,0.012954090075461767
2016-01-08,Emerging,GREK,-0.2038545957485192,0.013910559239345976
2016-01-08,Emerging,MCHI,-0.09832134292565944,0.01132092871362892
2016-01-08,Emerging,THD,0.09038308060654444,0.011293164984664886
2016-01-08,Emerging,TUR,0.056164838816882716,0.004166106174159553
2016-01-11,Emerging,ARGT,-0.0012338062924120985,0.013769581128488148
2016-01-11,Emerging,ECH,0.07520690896005755,0.012334890793673973
2016-01-11,Emerging,EIDO,0.10718057022175276,0.0035961106153925117
2016-01-11,Emerging,EPHE,0.049016338779593216,0.010578052002662765
2016-01-11,Emerging,EPU,0.06998264893001749,0.01380299759103496
2016-01-11,Emerging,EWM,0.0781571369806664,0.005682615689764286
2016-01-11,Emerging,EWT,0.029328287606433363,0.011671804870630197
2016-01-11,Emerging,EWW,-0.014255167498218091,0.011373953703841403
2016-01-11,Emerging,EWY,-0.006397075622572522,0.012122071750878358
2016-01-11,Emerging,EWZ,0.041933605125218376,0.010952033321317528
2016-01-11,Emerging,EZA,0.07713668620796055,0.01295310466886186
2016-01-11,Emerging,GREK,-0.2306667061576282,0.013965695500347009
2016-01-11,Emerging,MCHI,-0.08696815627508703,0.011186377999280937
2016-01-11,Emerging,THD,0.09330950962874728,0.01130921519543909
2016-01-11,Emerging,TUR,0.03628636809414832,0.004134284434841752
2016-01-12,Emerging,ARGT,-0.020846106683016445,0.013709524692692432
2016-01-12,Emerging,ECH,0.0688784709700685,0.012379501908685735
2016-01-12,Emerging,EIDO,0.09212557900154406,0.003569522516916563
2016-01-12,Emerging,EPHE,0.0431606905710491,0.010528619858566653
2016-01-12,Emerging,EPU,0.08814944541739655,0.013762583809989022
2016-01-12,Emerging,EWM,0.06663957740755788,0.005715904841852573
2016-01-12,Emerging,EWT,0.021327014218009532,0.011623715070695527
2016-01-12,Emerging,EWW,-0.04650613786591118,0.011283839503040606
2016-01-12,Emerging,EWY,-0.02360219981668199,0.011998891868566227
2016-01-12,Emerging,EWZ,-0.00637681159420289,0.010942385439872908
2016-01-12,Emerging,EZA,0.05403764420157864,0.012838257924771519
2016-01-12,Emerging,GREK,-0.2446734397677793,0.013924589938166646
2016-01-12,Emerging,MCHI,-0.10592315901814298,0.01120252888143134
2016-01-12,Emerging,THD,0.05931382050785027,0.011847514955599785
2016-01-12,Emerging,TUR,0.02434274586173313,0.004105408055607246
2016-01-13,Emerging,ARGT,0.00806952203600253,0.013848888308574584
2016-01-13,Emerging,ECH,0.08664518438954527,0.012438914475159669
2016-01-13,Emerging,EIDO,0.10296411856474252,0.003913042958704918
2016-01-13,Emerging,EPHE,0.061852223336676726,0.010264061859356972
2016-01-13,Emerging,EPU,0.1532544378698224,0.013950816918608652
2016-01-13,Emerging,EWM,0.08258011503697626,0.004980153711693433
2016-01-13,Emerging,EWT,0.04306220095693791,0.011568542831750088
2016-01-13,Emerging,EWW,-0.01781895937277267,0.011325448487760703
2016-01-13,Emerging,EWY,-0.010799632352941345,0.012006371802066946
2016-01-13,Emerging,EWZ,0.04094955489614227,0.010929705863993337
2016-01-13,Emerging,EZA,0.090466037161133,0.012830474975910949
2016-01-13,Emerging,GREK,-0.20053901934215806,0.014112515952802522
2016-01-13,Emerging,MCHI,-0.06408508317425687,0.011000261077578339
2016-01-13,Emerging,THD,0.0370512574390478,0.011791964093114116
2016-01-13,Emerging,TUR,0.03405773597145645,0.004471625949379558
2016-01-14,Emerging,ARGT,0.032837670384138866,0.013857158058735698
2016-01-14,Emerging,ECH,0.08499288762446655,0.012430529319276068
2016-01-14,Emerging,EIDO,0.0924024640657084,0.003894458276150578
2016-01-14,Emerging,EPHE,0.06303915063039156,0.010336296557864081
2016-01-14,Emerging,EPU,0.14731879787860924,0.0139291322655159
2016-01-14,Emerging,EWM,0.07215241183623823,0.005020182220088437
2016-01-14,Emerging,EWT,0.068075117370892,0.011554989206079128
2016-01-14,Emerging,EWW,-0.009647058823529342,0.01128870687628077
2016-01-14,Emerging,EWY,-0.014090909090909045,0.012062334548287455
2016-01-14,Emerging,EWZ,0.022582513028372997,0.010935366428980946
2016-01-14,Emerging,EZA,0.10953957267529346,0.012835876171587645
2016-01-14,Emerging,GREK,-0.16219458668617415,0.014090291284897614
2016-01-14,Emerging,MCHI,-0.03903095558546421,0.010975083817226425
2016-01-14,Emerging,THD,0.039170945046586685,0.011782705577400236
2016-01-14,Emerging,TUR,0.005134788189987249,0.0044396786580838
2016-01-15,Emerging,ARGT,0.09743589743589752,0.01371607013041482
2016-01-15,Emerging,ECH,0.1295487627365357,0.01229260273639398
2016-01-15,Emerging,EIDO,0.14960212201591516,0.003686986304435402
2016-01-15,Emerging,EPHE,0.10329595650696556,0.01044052396325395
2016-01-15,Emerging,EPU,0.1762589928057554,0.0137794114497866
2016-01-15,Emerging,EWM,0.11828404831320286,0.005663916780133472
2016-01-15,Emerging,EWT,0.1272102161100197,0.011603859199061211
2016-01-15,Emerging,EWW,0.06612981942410934,0.011162153970582301
2016-01-15,Emerging,EWY,0.04152823920265791,0.012007160997213237
2016-01-15,Emerging,EWZ,0.10222489476849073,0.010893009405688672
2016-01-15,Emerging,EZA,0.2043215761042263,0.012769340854249637
2016-01-15,Emerging,GREK,-0.0943706573202976,0.013893110352952829
2016-01-15,Emerging,MCHI,0.022541561003099453,0.011073920167199708
2016-01-15,Emerging,THD,0.08975879794385122,0.012334670327391155
2016-01-15,Emerging,TUR,0.06328279499011202,0.004116052627697809
2016-01-19,Emerging,ARGT,0.11867704280155646,0.012981720472889932
2016-01-19,Emerging,ECH,0.1281771968046479,0.01201764810821232
2016-01-19,Emerging,EIDO,0.12237394957983196,0.0033773600380156412
2016-01-19,Emerging,EPHE,0.10411704661449472,0.01088562895437951
2016-01-19,Emerging,EPU,0.1873862947240752,0.013267861248011565
2016-01-19,Emerging,EWM,0.10767326732673288,0.0060871158732185415
2016-01-19,Emerging,EWT,0.09328891004283668,0.012331887289919914
2016-01-19,Emerging,EWW,0.06546605013385243,0.011610513485077207
2016-01-19,Emerging,EWY,0.0016147635524799142,0.012318425706690577
2016-01-19,Emerging,EWZ,0.08045977011494232,0.011165373454155874
2016-01-19,Emerging,EZA,0.19473189087488246,0.012804319455697086
2016-01-19,Emerging,GREK,-0.07524758730710301,0.013247269058913247
2016-01-19,Emerging,MCHI,-0.009093414163681368,0.012012859516818035
2016-01-19,Emerging,THD,0.0701515740380878,0.011519457664804849
2016-01-19,Emerging,TUR,0.06675479180436228,0.0038053489396504886
2016-01-20,Emerging,ARGT,0.13350958360872436,0.014158499810505296
2016-01-20,Emerging,ECH,0.13973002553812466,0.012756243119074426
2016-01-20,Emerging,EIDO,0.1001589825119238,0.0035088574451053074
2016-01-20,Emerging,EPHE,0.1024054982817868,0.010241659040734945
2016-01-20,Emerging,EPU,0.17600964436407485,0.014045138168143014
2016-01-20,Emerging,EWM,0.08693860733415737,0.006643337778369873
2016-01-20,Emerging,EWT,0.1082398829839102,0.011379796260765443
2016-01-20,Emerging,EWW,0.07813655410401776,0.010400347005989146
2016-01-20,Emerging,EWY,0.02857142857142869,0.011753679209621249
2016-01-20,Emerging,EWZ,0.11345319280843168,0.01120109087009197
2016-01-20,Emerging,EZA,0.1875998721636305,0.010672119555344127
2016-01-20,Emerging,GREK,-0.06097763875948348,0.013982479866498572
2016-01-20,Emerging,MCHI,0.026674233825198623,0.012684761902175583
2016-01-20,Emerging,THD,0.09115699259836374,0.012062678122048169
2016-01-20,Emerging,TUR,0.07225720914816036,0.0039421011119876795
2016-01-21,Emerging,ARGT,0.14640522875816986,0.014179100241122691
2016-01-21,Emerging,ECH,0.14801312431644176,0.012738505045845557
2016-01-21,Emerging,EIDO,0.10131233595800526,0.0035016608930913407
2016-01-21,Emerging,EPHE,0.13363572923935796,0.010243104743736988
2016-01-21,Emerging,EPU,0.19469559975889086,0.014065736571773539
2016-01-21,Emerging,EWM,0.10312243221035344,0.006686564448071581
2016-01-21,Emerging,EWT,0.11793136781053648,0.011170045879492475
2016-01-21,Emerging,EWW,0.10203070827142137,0.010421076886904367
2016-01-21,Emerging,EWY,0.036175710594315236,0.011786694706682694
2016-01-21,Emerging,EWZ,0.2176957352005091,0.011187886720826726
2016-01-21,Emerging,EZA,0.1970987070324819,0.010746508982693328
2016-01-21,Emerging,GREK,-0.044614222147594584,0.013952277046399047
2016-01-21,Emerging,MCHI,0.04857384919514285,0.01270046198623947
2016-01-21,Emerging,THD,0.0989945862335655,0.01211825280689607
2016-01-21,Emerging,TUR,0.12971698113207553,0.003934912306678918
2016-01-22,Emerging,ARGT,0.08594730238393966,0.01415725290522023
2016-01-22,Emerging,ECH,0.08345021037868161,0.012723067069922626
2016-01-22,Emerging,EIDO,0.04564102564102557,0.0035152681822537652
2016-01-22,Emerging,EPHE,0.09900650907845132,0.01023451145924848
2016-01-22,Emerging,EPU,0.15416178194607275,0.01404453662386998
2016-01-22,Emerging,EWM,0.03694968553459122,0.006699670093611781
2016-01-22,Emerging,EWT,0.07449316360207447,0.011150211686493376
2016-01-22,Emerging,EWW,0.04925516578568012,0.010540147926734186
2016-01-22,Emerging,EWY,-0.010720802919708115,0.0115608022300094
2016-01-22,Emerging,EWZ,0.13597560975609754,0.011173010217153001
2016-01-22,Emerging,EZA,0.11507097553609193,0.010715184833505831
2016-01-22,Emerging,GREK,-0.07508890381999632,0.013980387723589182
2016-01-22,Emerging,MCHI,-0.01203171998906205,0.012888260989367854
2016-01-22,Emerging,THD,0.061239871867345023,0.012104431906477829
2016-01-22,Emerging,TUR,0.08243727598566307,0.003946045418997263
2016-01-25,Emerging,ARGT,0.12299807815502885,0.014086051900620875
2016-01-25,Emerging,ECH,0.09303977272727272,0.01266743399049933
2016-01-25,Emerging,EIDO,0.06642449403217432,0.0034954618797244895
2016-01-25,Emerging,EPHE,0.09518935516888448,0.010155389647695941
2016-01-25,Emerging,EPU,0.1706886403766923,0.013973760222126048
2016-01-25,Emerging,EWM,0.051979208316673235,0.006756957525834437
2016-01-25,Emerging,EWT,0.07933491686460803,0.011059893450839858
2016-01-25,Emerging,EWW,0.07153356197942196,0.010842058962104295
2016-01-25,Emerging,EWY,0.003931544865864778,0.01149033084162415
2016-01-25,Emerging,EWZ,0.15634771732332695,0.01117070909614777
2016-01-25,Emerging,EZA,0.13023255813953494,0.010857397654857761
2016-01-25,Emerging,GREK,-0.08523822180875795,0.014041448049379315
2016-01-25,Emerging,MCHI,0.010329424902289164,0.012860057781894394
2016-01-25,Emerging,THD,0.09294320137693624,0.01205122188687212
2016-01-25,Emerging,TUR,0.10739144845873372,0.003924616376233995
2016-01-26,Emerging,ARGT,0.1195244055068836,0.013611306618117616
2016-01-26,Emerging,ECH,0.08966244725738393,0.012412679512498371
2016-01-26,Emerging,EIDO,0.050735667174023336,0.002994950945642943
2016-01-26,Emerging,EPHE,0.08653198653198667,0.01079437873001481
2016-01-26,Emerging,EPU,0.14449541284403655,0.013500493956122225
2016-01-26,Emerging,EWM,0.030066380320187488,0.008124960843552922
2016-01-26,Emerging,EWT,0.08251289263947492,0.011314120423280097
2016-01-26,Emerging,EWW,0.057375089648577626,0.010828050987770373
2016-01-26,Emerging,EWY,-0.0020618556701029744,0.011754667365881362
2016-01-26,Emerging,EWZ,0.13460356484326996,0.011047443792640051
2016-01-26,Emerging,EZA,0.09415971394517264,0.011294412782845388
2016-01-26,Emerging,GREK,-0.10395027006296133,0.013578000292363968
2016-01-26,Emerging,MCHI,-0.0005546311702718798,0.012730737554986916
2016-01-26,Emerging,THD,0.07040149393090568,0.01202813249960306
2016-01-26,Emerging,TUR,0.07623604465709732,0.0034184529611346786
2016-01-27,Emerging,ARGT,0.12406015037593975,0.014030496697457883
2016-01-27,Emerging,ECH,0.08353808353808367,0.011387071353222715
2016-01-27,Emerging,EIDO,0.059274399591211065,0.003440094081512873
2016-01-27,Emerging,EPHE,0.06606606606606613,0.010132505067374242
2016-01-27,Emerging,EPU,0.14505996573386626,0.013919684168565483
2016-01-27,Emerging,EWM,0.02525651144435681,0.006850350315195805
2016-01-27,Emerging,EWT,0.0840018876828692,0.012534551896912643
2016-01-27,Emerging,EWW,0.04887398179204605,0.010856615837388124
2016-01-27,Emerging,EWY,-0.010154627279021387,0.01146657286785782
2016-01-27,Emerging,EWZ,0.10066707095209226,0.011113505285502333
2016-01-27,Emerging,EZA,0.05797967722653907,0.011049087743412808
2016-01-27,Emerging,GREK,-0.08052350666368369,0.013962523786529322
2016-01-27,Emerging,MCHI,0.016051816389749396,0.012811307809389735
2016-01-27,Emerging,THD,0.06387747478520732,0.012014826767819217
2016-01-27,Emerging,TUR,0.034438775510204016,0.0038635955883137797
2016-01-28,Emerging,ARGT,0.10419235511713933,0.014242077552113031
2016-01-28,Emerging,ECH,0.0527758738862234,0.0057847221170001465
2016-01-28,Emerging,EIDO,0.07474747474747477,0.004587623773734277
2016-01-28,Emerging,EPHE,0.044204322200392936,0.010764180698508662
2016-01-28,Emerging,EPU,0.13518099547511309,0.014131123704391443
2016-01-28,Emerging,EWM,0.006535947712418277,0.007733913917292872
2016-01-28,Emerging,EWT,0.07757009345794398,0.012826764665048517
2016-01-28,Emerging,EWW,0.04279332236068667,0.01097271396736263
2016-01-28,Emerging,EWY,-0.013936486177747457,0.011945444348575411
2016-01-28,Emerging,EWZ,0.10793082886106142,0.011467514644425289
2016-01-28,Emerging,EZA,0.03888248847926268,0.010251023510874258
2016-01-28,Emerging,GREK,-0.05975848408190543,0.014180916943833484
2016-01-28,Emerging,MCHI,0.004744627407200719,0.013155468623417396
2016-01-28,Emerging,THD,0.06048834628190902,0.012393891256811293
2016-01-28,Emerging,TUR,0.03499999999999992,0.00499540954306607
2016-01-29,Emerging,ARGT,0.0837349397590359,0.014104232849230045
2016-01-29,Emerging,ECH,0.044039735099337785,0.005403941634382211
2016-01-29,Emerging,EIDO,0.069423929098966,0.004801364606204287
2016-01-29,Emerging,EPHE,0.032625910674691116,0.010925651547287769
2016-01-29,Emerging,EPU,0.13545150501672246,0.014039282546683976
2016-01-29,Emerging,EWM,0.0,0.0079243257557817
2016-01-29,Emerging,EWT,0.07226738934055987,0.012869126263113824
2016-01-29,Emerging,EWW,0.03117235147955721,0.011420837487912536
2016-01-29,Emerging,EWY,0.003165272439520805,0.012389661610893174
2016-01-29,Emerging,EWZ,0.08787541713014457,0.011271341732792954
2016-01-29,Emerging,EZA,0.03441734417344189,0.010005638562934736
2016-01-29,Emerging,GREK,-0.06647421152569577,0.014046933947012018
2016-01-29,Emerging,MCHI,0.010032537960954269,0.013184186207512596
2016-01-29,Emerging,THD,0.05730762299513415,0.012092781567410062
2016-01-29,Emerging,TUR,0.0398660986001218,0.004953482947302907
2016-02-01,Emerging,ARGT,0.09320505111244737,0.014182779467080485
2016-02-01,Emerging,ECH,0.04906157392163313,0.006075697891739491
2016-02-01,Emerging,EIDO,0.07491375061606709,0.004568826502437498
2016-02-01,Emerging,EPHE,0.053639846743295035,0.010865653650967602
2016-02-01,Emerging,EPU,0.17948717948717952,0.014117829164534414
2016-02-01,Emerging,EWM,0.019813084112149548,0.007753392398214055
2016-02-01,Emerging,EWT,0.07317073170731714,0.012905265690322564
2016-02-01,Emerging,EWW,0.052703316674239005,0.011388497590908325
2016-02-01,Emerging,EWY,0.014055769666742268,0.012393408462874208
2016-02-01,Emerging,EWZ,0.1120354963948973,0.011324584307381284
2016-02-01,Emerging,EZA,0.07575338678462806,0.01003191799797429
2016-02-01,Emerging,GREK,-0.04444579189910258,0.014136504174788119
2016-02-01,Emerging,MCHI,0.04411359250068903,0.013137839457796266
2016-02-01,Emerging,THD,0.08377344745947912,0.011829647665900061
2016-02-01,Emerging,TUR,0.062385321100917324,0.004720944843536117
2016-02-02,Emerging,ARGT,0.13180693069306915,0.014159923134723059
2016-02-02,Emerging,ECH,0.10481392966882908,0.005654720723692572
2016-02-02,Emerging,EIDO,0.13631687242798352,0.004776992162847336
2016-02-02,Emerging,EPHE,0.1037549407114624,0.010899376335747859
2016-02-02,Emerging,EPU,0.2302820955670697,0.014095135005736942
2016-02-02,Emerging,EWM,0.07067551737602518,0.007841110137783797
2016-02-02,Emerging,EWT,0.09465020576131676,0.012870771588857329
2016-02-02,Emerging,EWW,0.0792982456140352,0.011469785322435007
2016-02-02,Emerging,EWY,0.057862809146057126,0.012329840609993838
2016-02-02,Emerging,EWZ,0.2769869513641756,0.011339390806518058
2016-02-02,Emerging,EZA,0.15208455666470932,0.010066523868559638
2016-02-02,Emerging,GREK,0.0229892267402656,0.014109734540406205
2016-02-02,Emerging,MCHI,0.07314998582364618,0.01313299390915452
2016-02-02,Emerging,THD,0.12791134485349342,0.011815875271215786
2016-02-02,Emerging,TUR,0.10227272727272728,0.004870615848782837
2016-02-03,Emerging,ARGT,0.14552238805970166,0.014170761408994906
2016-02-03,Emerging,ECH,0.09932885906040267,0.005534814141611441
2016-02-03,Emerging,EIDO,0.11254980079681287,0.004817793864234614
2016-02-03,Emerging,EPHE,0.08225806451612905,0.010919942920355506
2016-02-03,Emerging,EPU,0.2338169642857142,0.014105976159539846
2016-02-03,Emerging,EWM,0.06065200909780132,0.00786596387247545
2016-02-03,Emerging,EWT,0.0889982110912344,0.012881594146290962
2016-02-03,Emerging,EWW,0.06628571428571428,0.011387891609339111
2016-02-03,Emerging,EWY,0.053257142857142885,0.012354184891128894
2016-02-03,Emerging,EWZ,0.267337807606264,0.011286156899096527
2016-02-03,Emerging,EZA,0.1189143816452154,0.010150614775748263
2016-02-03,Emerging,GREK,0.027419913692632303,0.01411924750181838
2016-02-03,Emerging,MCHI,0.08664058133035213,0.01309701615252816
2016-02-03,Emerging,THD,0.09466811751904247,0.011841085581001541
2016-02-03,Emerging,TUR,0.04989542874215713,0.0048997453422911785
2016-02-04,Emerging,ARGT,0.10191846522781778,0.01417702828669255
2016-02-04,Emerging,ECH,0.07337045528987884,0.005561476179161278
2016-02-04,Emerging,EIDO,0.08921568627450993,0.004862303721913542
2016-02-04,Emerging,EPHE,0.05395112662646784,0.010933341877805786
2016-02-04,Emerging,EPU,0.2228290551611143,0.014111802847072828
2016-02-04,Emerging,EWM,0.0426806439535754,0.007871376353882893
2016-02-04,Emerging,EWT,0.07297655904467049,0.012883677264005064
2016-02-04,Emerging,EWW,0.06358904729576831,0.011331094848660545
2016-02-04,Emerging,EWY,0.03005158107198924,0.01230951233221527
2016-02-04,Emerging,EWZ,0.20772946859903385,0.01130628745952864
2016-02-04,Emerging,EZA,0.1175013758943313,0.010059171804434056
2016-02-04,Emerging,GREK,0.11951191321433875,0.014126011052186464
2016-02-04,Emerging,MCHI,0.08636748518204929,0.013106583973678922
2016-02-04,Emerging,THD,0.10753275109170304,0.011860013922189706
2016-02-04,Emerging,TUR,0.05076599579453278,0.004933107343027237
2016-02-05,Emerging,ARGT,0.0958986731001208,0.014148129945971522
2016-02-05,Emerging,ECH,0.07296849087893875,0.0056014592154629604
2016-02-05,Emerging,EIDO,0.0324118207816968,0.004828568394999514
2016-02-05,Emerging,EPHE,0.04642289348171702,0.010934358606123941
2016-02-05,Emerging,EPU,0.1796246648793567,0.01408288897358469
2016-02-05,Emerging,EWM,0.040933435348125435,0.00794533688276312
2016-02-05,Emerging,EWT,0.07730337078651672,0.01288672160516319
2016-02-05,Emerging,EWW,0.06310904872389789,0.011290129260831932
2016-02-05,Emerging,EWY,0.019073569482289,0.012301744105778667
2016-02-05,Emerging,EWZ,0.2424409015942825,0.011297201613471365
2016-02-05,Emerging,EZA,0.1028555586359856,0.010113193688788122
2016-02-05,Emerging,GREK,0.1328148981888877,0.014137165832276057
2016-02-05,Emerging,MCHI,0.07269099201824414,0.013118856843046948
2016-02-05,Emerging,THD,0.09229078923274114,0.011865071936850637
2016-02-05,Emerging,TUR,0.05805866344118549,0.004881962361342119
2016-02-08,Emerging,ARGT,0.11872705018359865,0.01422184622362864
2016-02-08,Emerging,ECH,0.08469489829943333,0.005274435010409211
2016-02-08,Emerging,EIDO,0.052657004830917835,0.00515885248940236
2016-02-08,Emerging,EPHE,0.06950672645739919,0.010864261426183061
2016-02-08,Emerging,EPU,0.21717990275526744,0.01415291011616646
2016-02-08,Emerging,EWM,0.052995391705069166,0.007865026838260257
2016-02-08,Emerging,EWT,0.09128065395095386,0.012898456217396277
2016-02-08,Emerging,EWW,0.09907561033420233,0.011244621427231986
2016-02-08,Emerging,EWY,0.032693187014174674,0.012244277432895162
2016-02-08,Emerging,EWZ,0.286599099099099,0.011338138888912226
2016-02-08,Emerging,EZA,0.1196509009009008,0.0100276026676041
2016-02-08,Emerging,GREK,0.17666533270273233,0.014184632075057813
2016-02-08,Emerging,MCHI,0.0998835177635411,0.013125853452326912
2016-02-08,Emerging,THD,0.10065288356909674,0.011838074238657827
2016-02-08,Emerging,TUR,0.10841876359117752,0.0049938007623224895
2016-02-09,Emerging,ARGT,0.1273291925465836,0.014011478988668297
2016-02-09,Emerging,ECH,0.09566968781470298,0.006346829310683253
2016-02-09,Emerging,EIDO,0.041266794625719694,0.004372324158634354
2016-02-09,Emerging,EPHE,0.08354673495518572,0.011309162051621833
2016-02-09,Emerging,EPU,0.24310915104740904,0.01394249245473101
2016-02-09,Emerging,EWM,0.059666795815575435,0.008368447914283374
2016-02-09,Emerging,EWT,0.10804597701149432,0.012742638370767584
2016-02-09,Emerging,EWW,0.1114058355437666,0.011273962902545832
2016-02-09,Emerging,EWY,0.06124335567367688,0.012332981582140768
2016-02-09,Emerging,EWZ,0.3441780821917808,0.011224437737403899
2016-02-09,Emerging,EZA,0.13599537037037024,0.010243570567656509
2016-02-09,Emerging,GREK,0.2525963971449072,0.013949176002609389
2016-02-09,Emerging,MCHI,0.1072695035460991,0.01303865384863381
2016-02-09,Emerging,THD,0.09935956084171993,0.011887183888513599
2016-02-09,Emerging,TUR,0.12712397734424166,0.004389449487561269
2016-02-10,Emerging,ARGT,0.13341568869672638,0.014345605202062807
2016-02-10,Emerging,ECH,0.101740294511379,0.004426923538324541
2016-02-10,Emerging,EIDO,0.06580829756795438,0.008583206296246416
2016-02-10,Emerging,EPHE,0.10330578512396693,0.010752970028566934
2016-02-10,Emerging,EPU,0.2324324324324325,0.014276658982862084
2016-02-10,Emerging,EWM,0.06753147653567337,0.00721714481095548
2016-02-10,Emerging,EWT,0.12913602941176472,0.012833515787043507
2016-02-10,Emerging,EWW,0.13039286575078313,0.011239089856741184
2016-02-10,Emerging,EWY,0.07886870544952851,0.012013877232695439
2016-02-10,Emerging,EWZ,0.3258803801006147,0.011232698663384623
2016-02-10,Emerging,EZA,0.14723574906903458,0.00938951545006996
2016-02-10,Emerging,GREK,0.31041385948026945,0.0142693943780633
2016-02-10,Emerging,MCHI,0.13657678780773752,0.013118034039860822
