Date,mr_63
2008-02-21,0.03705820632892265
2008-02-22,0.04490187278142721
2008-02-25,0.04756082650690785
2008-02-26,0.04509603521359051
2008-02-27,0.05367621045954163
2008-02-28,0.06338720155920075
2008-02-29,0.03560382826388708
2008-03-03,0.018818295474841262
2008-03-04,0.004869984809221739
2008-03-05,0.04096279838667094
2008-03-06,0.021003334700790743
2008-03-07,0.028396922989397888
2008-03-10,0.021287761062882993
2008-03-11,0.07155064372792497
2008-03-12,0.10320856485059471
2008-03-13,0.09646266964187689
2008-03-14,0.08593784895501289
2008-03-17,0.07542716237645442
2008-03-18,0.10171879744913426
2008-03-19,0.0778480142916036
2008-03-20,0.05104265058490154
2008-03-24,0.05899425576942474
2008-03-25,0.06903063956929856
2008-03-26,0.06880636113782601
2008-03-27,0.08524186837439851
2008-03-28,0.08965724956327925
2008-03-31,0.1017439878734896
2008-04-01,0.10546674782162979
2008-04-02,0.10681870886743994
2008-04-03,0.10158850528836538
2008-04-04,0.11940334176408474
2008-04-07,0.12203232265446218
2008-04-08,0.11150775570039007
2008-04-09,0.10234565169285204
2008-04-10,0.11005780073521576
2008-04-11,0.06761183757742573
2008-04-14,0.07364863008051836
2008-04-15,0.07185185185185139
2008-04-16,0.08353203299065748
2008-04-17,0.08881008514700972
2008-04-18,0.08654428551460613
2008-04-21,0.09146291934042683
2008-04-22,0.08658367378401266
2008-04-23,0.08351788380420855
2008-04-24,0.060005129952413805
2008-04-25,0.0577967816443008
2008-04-28,0.05308318956160085
2008-04-29,0.015375488208829502
2008-04-30,0.021951358432533707
2008-05-01,0.024444629841712473
2008-05-02,0.017025805742942213
2008-05-05,0.011369483624916521
2008-05-06,-0.0025606743864583503
2008-05-07,-0.02969800303279524
2008-05-08,-0.03202513193133949
2008-05-09,-0.039402138123854846
2008-05-12,-0.037365116366507745
2008-05-13,-0.042178931582330215
2008-05-14,-0.02870788226762233
2008-05-15,-0.027103761928547465
2008-05-16,-0.005229572217991585
2008-05-19,0.0019298725534646621
2008-05-20,-0.002351575518152238
2008-05-21,-0.022117004154658337
2008-05-22,-0.005248273643416845
2008-05-23,-0.004149936068552629
2008-05-27,-0.012832921638458616
2008-05-28,-0.01243294131711492
2008-05-29,0.005948580070576082
2008-05-30,1.1194071619424761e-05
2008-06-02,-0.021340065105283634
2008-06-03,-0.02567761405338964
2008-06-04,-0.03683863493281603
2008-06-05,-0.005154562439057209
2008-06-06,-0.0311333985588389
2008-06-09,-0.034668540641836776
2008-06-10,-0.03214973707502489
2008-06-11,-0.052998350897699886
2008-06-12,-0.047051328383176494
2008-06-13,-0.044774839597212956
2008-06-16,-0.05399053151126487
2008-06-17,-0.023532925190383747
2008-06-18,-0.02578532271797096
2008-06-19,-0.012152097216777902
2008-06-20,-0.03565186867027159
2008-06-23,-0.05517540351965555
2008-06-24,-0.04981675392670171
2008-06-25,-0.05077861795313343
2008-06-26,-0.07559597671201568
2008-06-27,-0.08593459505951195
2008-06-30,-0.0946647345540772
2008-07-01,-0.12339514978601995
2008-07-02,-0.12579465988556893
2008-07-03,-0.14674792117553248
2008-07-07,-0.12175724727382131
2008-07-08,-0.11506240187033678
2008-07-09,-0.11108855056584377
2008-07-10,-0.11316708746930437
2008-07-11,-0.13034799028864297
2008-07-14,-0.11915352421290182
2008-07-15,-0.11572265624999989
2008-07-16,-0.08216070054934377
2008-07-17,-0.08454846840389107
2008-07-18,-0.08491262613832129
2008-07-21,-0.04936105552139658
2008-07-22,-0.06287697914048751
2008-07-23,-0.04321879440860055
2008-07-24,-0.03458463334687578
2008-07-25,-0.03189164193144223
2008-07-28,-0.034147210835858255
2008-07-29,-0.023639283802272426
2008-07-30,-0.015085573601239077
2008-07-31,-0.008286249358849473
2008-08-01,-0.011039803807597837
2008-08-04,-0.03458382180539288
2008-08-05,-0.03645874930117421
2008-08-06,-0.02903758298593495
2008-08-07,-0.025690055204416584
2008-08-08,-0.034649956957818695
2008-08-11,-0.06781190227002076
2008-08-12,-0.06025271932254861
2008-08-13,-0.056789895082257624
2008-08-14,-0.0590614137199067
2008-08-15,-0.049896083456082874
2008-08-18,-0.06200249158684967
2008-08-19,-0.08382774576319307
2008-08-20,-0.08577630359494659
2008-08-21,-0.07677260816587683
2008-08-22,-0.05917529563139523
2008-08-25,-0.05736111054254012
2008-08-26,-0.0578149233155264
2008-08-27,-0.038270782441335416
2008-08-28,-0.03433253512593404
2008-08-29,-0.03178175181577558
2008-09-02,-0.03134656192993557
2008-09-03,-0.049331498719362044
2008-09-04,-0.05907237872812576
2008-09-05,-0.08824632463246318
2008-09-08,-0.09356116641175427
2008-09-09,-0.0992757085732967
2008-09-10,-0.09559750542117018
2008-09-11,-0.08529463811714721
2008-09-12,-0.0682118617940084
2008-09-15,-0.07403142779734462
2008-09-16,-0.10510755428687923
2008-09-17,-0.14948387647159178
2008-09-18,-0.08798828877417353
2008-09-19,-0.05347517852238404
2008-09-22,-0.07541885019490413
2008-09-23,-0.07454463877408413
2008-09-24,-0.07635902715891307
2008-09-25,-0.05004269188594135
2008-09-26,-0.06408691989352155
2008-09-29,-0.1606258250879007
2008-09-30,-0.08698042809452144
2008-10-01,-0.10785783925815517
2008-10-02,-0.1239844964635296
2008-10-03,-0.12866398040609972
2008-10-06,-0.23095906468828098
2008-10-07,-0.25870541050227114
2008-10-08,-0.3144127543662876
2008-10-09,-0.34020784661242265
2008-10-10,-0.3948312217276121
2008-10-13,-0.2963603753759195
2008-10-14,-0.2321409066084109
2008-10-15,-0.28056846007735103
2008-10-16,-0.24872676079665457
