Date,mr_21
2011-03-31,0.016851456875429438
2011-04-01,0.03990064475213995
2011-04-04,0.05243808049535548
2011-04-05,0.06120943952802316
2011-04-06,0.055633481782795924
2011-04-07,0.043656422379826365
2011-04-08,0.05331796993662574
2011-04-11,0.03630092842585597
2011-04-12,0.018985031033223354
2011-04-13,0.019329115021235577
2011-04-14,0.0016244426779106202
2011-04-15,0.0024479804161559038
2011-04-18,-0.021212486440883027
2011-04-19,-0.007444723358895011
2011-04-20,-0.0019909036299674554
2011-04-21,-0.0005995922772521478
2011-04-25,-0.001967392606026075
2011-04-26,-0.014032269091407201
2011-04-27,-0.02241317457334746
2011-04-28,-0.01567542646380904
2011-04-29,0.0055611470292207255
2011-05-02,-0.004671463156818656
2011-05-03,-0.017462105694388108
2011-05-04,-0.029348346909439882
2011-05-05,-0.03568484681961881
2011-05-06,-0.02626728904352671
2011-05-09,-0.018627214031696426
2011-05-10,0.005655286915014157
2011-05-11,-0.0029274207517760997
2011-05-12,-0.015249297387322391
2011-05-13,-0.013589364844904583
2011-05-16,-0.018182767260579658
2011-05-17,-0.019570597051340677
2011-05-18,-0.004442818314865593
2011-05-19,-0.006398075347361809
2011-05-20,-0.007539267015707174
2011-05-23,-0.02346933421940911
2011-05-24,-0.021432827450843517
2011-05-25,-0.016759384377797337
2011-05-26,-0.015774865615009293
2011-05-27,-0.014441766785695753
2011-05-31,-0.0014451885794855013
2011-06-01,-0.01766534765404204
2011-06-02,-0.013569937369520058
2011-06-03,-0.014538435657240223
2011-06-06,-0.027246942031554977
2011-06-07,-0.02303910257548092
2011-06-08,-0.03650531034850857
2011-06-09,-0.01822949182170075
2011-06-10,-0.023998140233544074
2011-06-13,-0.02935641701166758
2011-06-14,-0.008865120953269856
2011-06-15,-0.020437877480587008
2011-06-16,-0.035548268530864124
2011-06-17,-0.014463705308776165
2011-06-20,-0.0033640803038529343
2011-06-21,0.01408144796380073
2011-06-22,0.008127726589794104
2011-06-23,0.003549245785270605
2011-06-24,0.00407653005761488
2011-06-27,0.007141303559776491
2011-06-28,0.017688209068831284
2011-06-29,0.027184254879573322
2011-06-30,0.03563413927899206
2011-07-01,0.04406265243076213
2011-07-05,0.047539210383991115
2011-07-06,0.05181151606642187
2011-07-07,0.06118721461187193
2011-07-08,0.03487604190836535
2011-07-11,0.017354120267260242
2011-07-12,0.011274318028238639
2011-07-13,0.018885992445602406
2011-07-14,0.016974352620492406
2011-07-15,0.0045574986751451
2011-07-18,-0.00953522392794881
2011-07-19,-0.005947772224960124
2011-07-20,-0.002530444409299837
2011-07-21,0.007038668796404579
2011-07-22,0.01088213647355607
2011-07-25,0.0019771144626790083
2011-07-26,0.008818496140815979
2011-07-27,-0.005232314776057567
2011-07-28,-0.005960472655025084
2011-07-29,-0.03382999511480256
2011-08-01,-0.035495202642479295
2011-08-02,-0.027086652776076026
2011-08-03,-0.03591931321430508
2011-08-04,-0.0864084183763556
2011-08-05,-0.10024010671409567
2011-08-08,-0.17255691108036775
2011-08-09,-0.14712118740825342
2011-08-10,-0.11447399645862644
2011-08-11,-0.09053142405470516
2011-08-12,-0.08710865902653075
2011-08-15,-0.07125691611244644
2011-08-16,-0.06600221068999779
2011-08-17,-0.05892773014227837
2011-08-18,-0.09924171877078658
2011-08-19,-0.10221625251846889
2011-08-22,-0.08617816871391504
2011-08-23,-0.07051670544075406
2011-08-24,-0.06950477845351899
2011-08-25,-0.0583522659332778
2011-08-26,-0.04831539776727367
2011-08-29,-0.020615216378769396
2011-08-30,-0.012086993742484342
2011-08-31,-0.009751190671703713
2011-09-01,-0.0053111244291063064
2011-09-02,-0.005082038623494212
2011-09-06,-0.03958745702677435
2011-09-07,-0.02002331196403362
2011-09-08,-0.025879119735171763
2011-09-09,-0.058516305596758245
2011-09-12,-0.07753875887567807
2011-09-13,-0.07422741386958498
2011-09-14,-0.06090669612508559
2011-09-15,-0.04223427424520709
2011-09-16,-0.036399536420999135
2011-09-19,-0.03393222162452991
2011-09-20,-0.03421733505821545
2011-09-21,-0.03185856009682997
2011-09-22,-0.14877240416902937
2011-09-23,-0.14998460117031165
2011-09-26,-0.12661091764079646
2011-09-27,-0.08956690714971804
2011-09-28,-0.11430375749921107
2011-09-29,-0.1256384531193
2011-09-30,-0.12217559715945836
2011-10-03,-0.15372035977105525
2011-10-04,-0.1539718630098058
2011-10-05,-0.08907318005831522
2011-10-06,-0.079681274900399
2011-10-07,-0.07041119945368568
2011-10-10,-0.06284576233680073
2011-10-11,-0.056442629038247816
2011-10-12,0.03256471989873133
2011-10-13,0.03575252085148706
2011-10-14,0.05820660723649662
2011-10-17,0.047394671545652356
2011-10-18,0.043261608154020026
2011-10-19,0.0318118599064352
2011-10-20,0.016482258679892947
2011-10-21,0.052849136510029204
2011-10-24,0.08141999293535807
2011-10-25,0.06789502790206559
2011-10-26,0.05669326908598049
2011-10-27,0.11826884722776154
2011-10-28,0.10280142546030424
2011-10-31,0.04051025685226617
2011-11-01,0.00044088470864789286
2011-11-02,0.007640274465910091
2011-11-03,0.06565497909769635
2011-11-04,0.06075876466776986
2011-11-07,0.054378648874060964
2011-11-08,0.06266256798297376
2011-11-09,0.016105141889825925
2011-11-10,0.00816958940770407
2011-11-11,0.0384750403707077
2011-11-14,0.031041973232428743
2011-11-15,0.02974748415952222
2011-11-16,0.026614645021945993
2011-11-17,-0.017062710096210187
2011-11-18,-0.019698966497885162
2011-11-21,-0.04658047505608709
2011-11-22,-0.03974982626824253
2011-11-23,-0.06611397519855156
2011-11-25,-0.06509192459855784
