Date,f_rtn
1996-03-18,-0.005154639175257714
1996-03-19,-0.00898587933247752
1996-03-20,-0.0038510911424903815
1996-03-21,-0.00898587933247752
1996-03-22,-0.00898587933247752
1996-03-25,-0.03164556962025311
1996-03-26,-0.03180661577608146
1996-03-27,-0.01797175866495504
1996-03-28,-0.03562340966921118
1996-03-29,-0.04621309370988447
1996-04-01,-0.04597701149425293
1996-04-02,-0.04961832061068705
1996-04-03,-0.03722721437740695
1996-04-04,-0.03350515463917525
1996-04-08,-0.02849740932642486
1996-04-09,-0.028350515463917536
1996-04-10,-0.028350515463917536
1996-04-11,-0.028350515463917536
1996-04-12,-0.04252577319587625
1996-04-15,-0.028350515463917536
1996-04-16,-0.02319587628865971
1996-04-17,-0.01813471502590669
1996-04-18,-0.009067357512953289
1996-04-19,-0.014175257731958713
1996-04-22,-0.01813471502590669
1996-04-23,-0.01813471502590669
1996-04-24,0.0
1996-04-25,0.005256241787122251
1996-04-26,-0.005228758169934622
1996-04-29,0.0
1996-04-30,0.020188425302826385
1996-05-01,0.018741633199464536
1996-05-02,0.018741633199464536
1996-05-03,0.020000000000000018
1996-05-06,0.02933333333333321
1996-05-07,0.02933333333333321
1996-05-08,0.023872679045092715
1996-05-09,0.01458885941644561
1996-05-10,0.01458885941644561
1996-05-13,0.02960969044414541
1996-05-14,0.01458885941644561
1996-05-15,0.00923482849604218
1996-05-16,0.003957783641161061
1996-05-17,0.018300653594771177
1996-05-20,0.009150326797385588
1996-05-21,0.00923482849604218
1996-05-22,0.003957783641161061
1996-05-23,0.0039215686274509665
1996-05-24,0.018300653594771177
1996-05-28,0.019710906701708275
1996-05-29,0.02770448548812654
1996-05-30,0.03693931398416894
1996-05-31,0.028909329829172048
1996-06-03,0.028909329829172048
1996-06-04,0.027450980392156765
1996-06-05,0.0090673575129534
1996-06-06,0.0090673575129534
1996-06-07,-0.005181347150259086
1996-06-10,0.0039215686274509665
1996-06-11,0.0
1996-06-12,0.009150326797385588
1996-06-13,0.009150326797385588
1996-06-14,0.009150326797385588
1996-06-17,0.023653088042049797
1996-06-18,0.00898587933247752
1996-06-19,0.014248704663212486
1996-06-20,0.0
1996-06-21,0.014454664914586024
1996-06-24,-0.00911458333333326
1996-06-25,0.0
1996-06-26,0.0038659793814432852
1996-06-27,-0.00898587933247752
1996-06-28,-0.0178117048346057
1996-07-01,0.01404853128991057
1996-07-02,0.01404853128991057
1996-07-03,0.010178117048346147
1996-07-05,0.02310654685494229
1996-07-08,0.019255455712451797
1996-07-09,0.03776041666666674
1996-07-10,0.03776041666666674
1996-07-11,0.041830065359476976
1996-07-12,0.02849740932642497
1996-07-15,0.041450777202072464
1996-07-16,0.03756476683937815
1996-07-17,0.019255455712451797
1996-07-18,0.013994910941475647
1996-07-19,0.02298850574712641
1996-07-22,0.0470588235294116
1996-07-23,0.02849740932642497
1996-07-24,0.047306176084099816
1996-07-25,0.03209242618741959
1996-07-26,0.037227214377406836
1996-07-29,0.04663212435233155
1996-07-30,0.032383419689119064
1996-07-31,-0.0012594458438287548
1996-08-01,-0.006297229219143663
1996-08-02,-0.010075566750629705
1996-08-05,-0.010037641154328703
1996-08-06,-0.006297229219143663
1996-08-07,-0.005018820577164407
1996-08-08,0.0
1996-08-09,-0.010037641154328703
1996-08-12,-0.006297229219143663
1996-08-13,-0.013681592039800905
1996-08-14,0.0037453183520599342
1996-08-15,0.0176322418136019
1996-08-16,0.013801756587201952
1996-08-19,-0.004993757802746579
1996-08-20,-0.0012484394506866447
1996-08-21,0.0176322418136019
1996-08-22,-0.005018820577164407
1996-08-23,0.004975124378109541
1996-08-26,0.003712871287128605
1996-08-27,0.003712871287128605
1996-08-28,0.013801756587201952
1996-08-29,0.013871374527112179
1996-08-30,0.02408111533586821
1996-09-03,0.03689567430025442
1996-09-04,0.027883396704689423
1996-09-05,0.03802281368821281
1996-09-06,0.032786885245901676
1996-09-09,0.027603513174403904
1996-09-10,0.03802281368821281
1996-09-11,0.02408111533586821
1996-09-12,0.02774274905422458
1996-09-13,0.004975124378109541
1996-09-16,0.008663366336633782
1996-09-17,0.003712871287128605
1996-09-18,0.02258469259723972
1996-09-19,0.02750000000000008
1996-09-20,0.017326732673267342
1996-09-23,0.036569987389659664
1996-09-24,0.008663366336633782
1996-09-25,-0.0036991368680640013
1996-09-26,0.009864364981504226
1996-09-27,0.017326732673267342
1996-09-30,0.018656716417910557
1996-10-01,0.013613861386138515
1996-10-02,-0.008588957055214785
1996-10-03,0.004932182490752224
1996-10-04,0.0
1996-10-07,-0.009768009768009733
1996-10-08,0.013431013431013605
1996-10-09,0.003663003663003872
1996-10-10,0.027227722772277252
1996-10-11,0.02699386503067469
1996-10-14,0.030940594059405857
1996-10-15,0.030674846625766916
1996-10-16,0.035758323057953234
1996-10-17,0.04049079754601226
1996-10-18,0.031630170316301776
1996-10-21,0.031630170316301776
1996-10-22,0.035279805352797844
1996-10-23,0.04049079754601226
1996-10-24,0.03960396039603964
1996-10-25,0.025641025641025772
1996-10-28,0.018248175182481674
1996-10-29,0.013431013431013605
1996-10-30,0.0219780219780219
1996-10-31,0.03960396039603964
1996-11-01,0.030674846625766916
1996-11-04,0.017094017094017255
1996-11-05,0.040690505548705236
1996-11-06,0.0
1996-11-07,0.01338199513381988
1996-11-08,0.0
1996-11-11,-0.017921146953404854
1996-11-12,-0.01680672268907568
1996-11-13,-0.029761904761904767
1996-11-14,-0.025000000000000133
1996-11-15,-0.03419811320754729
1996-11-18,-0.04363207547169823
1996-11-19,-0.0389150943396227
