Date,gdp_growth
2018-02-12,2
2018-02-13,2
2018-02-14,2
2018-02-15,2
2018-02-16,2
2018-02-19,2
2018-02-20,2
2018-02-21,2
2018-02-22,2
2018-02-23,2.2
2018-02-26,2.2
2018-02-27,2.2
2018-02-28,2.2
2018-03-01,2.2
2018-03-02,2.2
2018-03-05,2.2
2018-03-06,2.2
2018-03-07,2.2
2018-03-08,2.2
2018-03-09,2.2
2018-03-12,2.2
2018-03-13,2.2
2018-03-14,2.2
2018-03-15,2.2
2018-03-16,2.2
2018-03-19,2.25
2018-03-20,2.25
2018-03-21,2.25
2018-03-22,2.25
2018-03-23,2.25
2018-03-26,2.25
2018-03-27,2.25
2018-03-28,2.25
2018-03-29,2.25
2018-03-30,2.2
2018-04-02,2.2
2018-04-03,2.2
2018-04-04,2.2
2018-04-05,2.2
2018-04-06,2.2
2018-04-09,2.2
2018-04-10,2.2
2018-04-11,2.2
2018-04-12,2.2
2018-04-13,2.2
2018-04-16,2
2018-04-17,2
2018-04-18,2
2018-04-19,2
2018-04-20,2
2018-04-23,2
2018-04-24,2
2018-04-25,2
2018-04-26,2
2018-04-27,2
2018-04-30,2.1
2018-05-01,2.1
2018-05-02,2.1
2018-05-03,2.1
2018-05-04,2.1
2018-05-07,2.1
2018-05-08,2.1
2018-05-09,2.1
2018-05-10,2.1
2018-05-11,2.1
2018-05-14,2.1
2018-05-15,2.05
2018-05-16,2.05
2018-05-17,2.05
2018-05-18,2.05
2018-05-21,2.05
2018-05-22,2.05
2018-05-23,2.05
2018-05-24,2.05
2018-05-25,2.05
2018-05-28,2.05
2018-05-29,2.05
2018-05-30,2.05
2018-05-31,2
2018-06-01,2
2018-06-04,2
2018-06-05,2
2018-06-06,2
2018-06-07,2
2018-06-08,2
2018-06-11,2
2018-06-12,2
2018-06-13,2
2018-06-14,2
2018-06-15,2
2018-06-18,2
2018-06-19,2
2018-06-20,2
2018-06-21,2
2018-06-22,2
2018-06-25,2
2018-06-26,2
2018-06-27,2
2018-06-28,2
2018-06-29,2
2018-07-02,2
2018-07-03,2
2018-07-04,2
2018-07-05,2
2018-07-06,2
2018-07-09,2
2018-07-10,2
2018-07-11,2
2018-07-12,2
2018-07-13,2
2018-07-16,2
2018-07-17,2
2018-07-18,2
2018-07-19,2
2018-07-20,2
2018-07-23,2
2018-07-24,2
2018-07-25,2
2018-07-26,2
2018-07-27,2
2018-07-30,2
2018-07-31,2
2018-08-01,2
2018-08-02,2
2018-08-03,2
2018-08-06,2
2018-08-07,2
2018-08-08,2
2018-08-09,2
2018-08-10,1.95
2018-08-13,1.95
2018-08-14,1.9
2018-08-15,1.9
2018-08-16,1.9
2018-08-17,1.9
2018-08-20,1.95
2018-08-21,1.95
2018-08-22,1.95
2018-08-23,1.95
2018-08-24,1.95
2018-08-27,1.95
2018-08-28,1.95
2018-08-29,1.95
2018-08-30,1.95
2018-08-31,1.95
2018-09-03,1.95
2018-09-04,1.95
2018-09-05,1.95
2018-09-06,1.95
2018-09-07,1.95
2018-09-10,1.95
2018-09-11,1.95
2018-09-12,1.95
2018-09-13,1.95
2018-09-14,1.95
2018-09-17,1.95
2018-09-18,1.9
2018-09-19,1.9
2018-09-20,1.9
2018-09-21,1.9
2018-09-24,1.9
2018-09-25,1.9
2018-09-26,1.9
2018-09-27,1.9
2018-09-28,2
2018-10-01,2
2018-10-02,2
2018-10-03,2
2018-10-04,2
2018-10-05,2
2018-10-08,2
2018-10-09,2
2018-10-10,2
2018-10-11,2
2018-10-12,2
2018-10-15,1.9
2018-10-16,1.9
2018-10-17,1.9
2018-10-18,1.9
2018-10-19,1.9
2018-10-22,1.9
2018-10-23,1.9
2018-10-24,1.9
2018-10-25,1.9
2018-10-26,1.9
2018-10-29,1.9
2018-10-30,1.9
2018-10-31,1.9
2018-11-01,1.9
2018-11-02,1.9
2018-11-05,1.9
2018-11-06,1.9
2018-11-07,1.9
2018-11-08,1.9
2018-11-09,1.9
2018-11-12,1.9
2018-11-13,1.9
2018-11-14,1.9
2018-11-15,1.9
2018-11-16,1.9
2018-11-19,1.9
2018-11-20,1.9
2018-11-21,1.9
2018-11-22,1.9
2018-11-23,1.9
2018-11-26,1.9
2018-11-27,1.9
2018-11-28,1.9
2018-11-29,1.9
2018-11-30,1.9
2018-12-03,1.9
2018-12-04,1.9
2018-12-05,1.9
2018-12-06,1.9
2018-12-07,1.9
2018-12-10,1.9
2018-12-11,1.9
2018-12-12,1.9
2018-12-13,1.9
2018-12-14,1.9
2018-12-17,1.9
2018-12-18,1.9
2018-12-19,1.9
2018-12-20,1.9
2018-12-21,1.9
2018-12-24,1.9
2018-12-25,1.9
2018-12-26,1.9
2018-12-27,1.9
2018-12-28,1.9
2018-12-31,1.9
2019-01-01,1.9
2019-01-02,1.9
2019-01-03,1.9
2019-01-04,1.9
2019-01-07,1.9
2019-01-08,1.9
2019-01-09,1.9
2019-01-10,1.9
2019-01-11,1.9
2019-01-14,1.9
2019-01-15,1.9
2019-01-16,1.9
2019-01-17,1.9
2019-01-18,1.9
2019-01-21,1.9
2019-01-22,1.9
2019-01-23,1.9
2019-01-24,1.9
2019-01-25,1.9
2019-01-28,1.9
2019-01-29,1.9
2019-01-30,1.9
2019-01-31,1.9
2019-02-01,1.9
2019-02-04,1.9
2019-02-05,1.9
2019-02-06,1.9
2019-02-07,1.9
2019-02-08,1.9
2019-02-11,1.9
2019-02-12,1.9
2019-02-13,1.9
2019-02-14,1.9
2019-02-15,1.9
2019-02-18,1.9
2019-02-19,1.9
2019-02-20,1.9
2019-02-21,1.9
