Date,gdp_growth
2018-05-18,1.8
2018-05-21,1.8
2018-05-22,1.8
2018-05-23,1.8
2018-05-24,1.8
2018-05-25,1.8
2018-08-24,1.7
2018-08-27,1.7
2018-08-28,1.7
2018-08-29,1.7
2018-08-30,1.7
2018-08-31,1.7
2018-09-03,1.7
2018-09-04,1.7
2018-09-05,1.7
2018-09-06,1.7
2018-09-07,1.7
2018-09-10,1.7
2018-09-11,1.7
2018-09-12,1.7
2018-09-13,1.7
2018-09-14,1.7
2018-09-17,1.7
2018-09-18,1.7
2018-09-19,1.7
2018-09-20,1.7
2018-09-21,1.7
2018-09-24,1.7
2018-09-25,1.7
2018-09-26,1.7
2018-09-27,1.7
2018-09-28,1.7
2018-10-01,1.7
2018-10-02,1.7
2018-10-03,1.7
2018-10-04,1.7
2018-10-05,1.7
2018-10-08,1.7
2018-10-09,1.7
2018-10-10,1.7
2018-10-11,1.7
2018-10-12,1.7
2018-10-15,1.7
2018-10-16,1.7
2018-10-17,1.7
2018-10-18,1.7
2018-10-19,1.7
2018-10-22,1.7
2018-10-23,1.7
2018-10-24,1.7
2018-10-25,1.7
2018-10-26,1.7
2018-10-29,1.7
2018-10-30,1.7
2018-10-31,1.7
2018-11-01,1.7
2018-11-02,1.7
2018-11-05,1.7
2018-11-06,1.7
2018-11-07,1.7
2018-11-08,1.7
2018-11-09,1.7
2018-11-12,1.7
2018-11-13,1.7
2018-11-14,1.7
2018-11-15,1.7
2018-11-16,1.7
2018-11-19,1.7
2018-11-20,1.7
2018-11-21,1.7
2018-11-22,1.7
2018-11-23,1.7
2018-12-14,1.7
2018-12-17,1.7
2018-12-18,1.7
2018-12-19,1.7
2018-12-20,1.7
2018-12-21,1.7
2018-12-24,1.7
2018-12-25,1.7
2018-12-26,1.7
2018-12-27,1.7
2018-12-28,1.7
2018-12-31,1.7
2019-01-01,1.7
2019-01-02,1.7
2019-01-03,1.7
2019-01-04,1.6
2019-01-07,1.6
2019-01-08,1.6
2019-01-09,1.6
2019-01-10,1.6
2019-01-11,1.6
2019-01-14,1.6
2019-01-15,1.6
2019-01-16,1.65
2019-01-17,1.65
2019-01-18,1.65
2019-01-21,1.65
2019-01-22,1.65
2019-01-23,1.65
2019-01-24,1.65
2019-01-25,1.65
2019-01-28,1.65
2019-01-29,1.7
2019-01-30,1.7
2019-01-31,1.7
2019-02-01,1.7
2019-02-04,1.7
2019-02-05,1.7
2019-02-06,1.7
2019-02-07,1.7
2019-02-08,1.7
2019-02-11,1.7
2019-02-12,1.7
2019-02-13,1.7
