Date,gdp_growth
2018-03-29,3
2018-03-30,3
2018-04-02,3
2018-04-03,3
2018-04-04,3
2018-04-05,3
2018-04-06,3
2018-04-09,3
2018-04-10,3
2018-04-11,3
2018-04-12,3
2018-04-13,3
2018-04-16,3
2018-04-17,3
2018-04-18,3
2018-04-19,3
2018-04-20,3
2018-04-23,3
2018-04-24,3
2018-04-25,3
2018-04-26,3
2018-04-27,3
2018-04-30,3
2018-05-01,3
2018-05-02,3
2018-05-03,3
2018-05-04,3
2018-05-07,3
2018-05-08,3
2018-05-09,3
2018-05-10,3
2018-05-11,3
2018-05-14,3
2018-05-15,3
2018-05-16,3
2018-05-17,3
2018-05-18,3
2018-05-21,3
2018-05-22,3
2018-05-23,3
2018-05-24,3
2018-05-25,3
2018-05-28,3
2018-05-29,3
2018-05-30,3
2018-05-31,3
2018-06-01,3
2018-06-04,3
2018-06-05,3
2018-06-06,3
2018-06-07,3
2018-06-08,3
2018-06-11,3
2018-06-12,3
2018-06-13,3
2018-06-14,3
2018-06-15,3
2018-06-18,3
2018-06-19,3
2018-06-20,3
2018-06-21,3
2018-06-22,3
2018-06-25,3
2018-06-26,3
2018-06-27,3
2018-06-28,3
2018-06-29,3
2018-07-02,3
2018-07-03,3
2018-07-04,3
2018-07-05,3
2018-07-06,3
2018-07-09,3
2018-07-10,3
2018-07-11,3
2018-07-12,3
2018-07-13,3
2018-07-16,3
2018-07-17,3
2018-07-18,3
2018-07-19,3
2018-07-20,3
2018-07-23,3
2018-07-24,3
2018-07-25,3
2018-07-26,3
2018-07-27,3
2018-07-30,3
2018-07-31,3
2018-08-01,3
2018-08-02,3
2018-08-03,3
2018-08-06,3
2018-08-07,3
2018-08-08,3
2018-08-09,3
2018-08-10,3
2018-08-13,3
2018-08-14,3
2018-08-15,3
2018-08-16,3
2018-08-17,2.7
2018-08-20,2.7
2018-08-21,2.7
2018-08-22,2.7
2018-08-23,2.7
2018-08-24,2.7
2018-08-27,2.7
2018-08-28,2.7
2018-08-29,2.7
2018-08-30,2.7
2018-08-31,2.7
2018-09-03,2.7
2018-09-04,2.7
2018-09-05,2.7
2018-09-06,2.7
2018-09-07,2.7
2018-09-10,2.7
2018-09-11,2.7
2018-09-12,2.7
2018-09-13,2.7
2018-09-14,2.7
2018-09-17,2.7
2018-09-18,2.7
2018-09-19,2.7
2018-09-20,2.7
2018-09-21,2.7
2018-09-24,2.7
2018-09-25,2.7
2018-09-26,2.7
2018-09-27,2.7
2018-09-28,3
2018-10-01,3
2018-10-02,3
2018-10-03,3
2018-10-04,2.75
2018-10-05,2.75
2018-10-08,2.75
2018-10-09,2.75
2018-10-10,2.75
2018-10-11,2.75
2018-10-12,2.75
2018-10-15,2.75
2018-10-16,2.75
2018-10-17,2.75
2018-10-18,2.75
2018-10-19,2.75
2018-10-22,2.75
2018-10-23,2.75
2018-10-24,2.75
2018-10-25,2.75
2018-10-26,3
2018-10-29,3
2018-10-30,3
2018-10-31,3
2018-11-01,3
2018-11-02,3
2018-11-05,3
2018-11-06,3
2018-11-07,3
2018-11-08,3
2018-11-09,3
2018-11-12,3
2018-11-13,3
2018-11-14,3
2018-11-15,3
2018-11-16,3
2018-11-19,3
2018-11-20,3
2018-11-21,3
2018-11-22,3
2018-11-23,3
2018-11-26,3
2018-11-27,3
2018-11-28,3
2018-11-29,3
2018-11-30,2.8
2018-12-03,2.8
2018-12-04,2.8
2018-12-05,2.8
2018-12-06,2.75
2018-12-07,2.7
2018-12-10,2.7
2018-12-11,2.7
2018-12-12,2.7
2018-12-13,2.7
2018-12-14,2.65
2018-12-17,2.65
2018-12-18,2.65
2018-12-19,2.65
2018-12-20,2.6
2018-12-21,2.6
2018-12-24,2.6
2018-12-25,2.6
2018-12-26,2.6
2018-12-27,2.6
2018-12-28,2.6
2018-12-31,2.6
2019-01-01,2.6
2019-01-02,2.6
2019-01-03,2.6
2019-01-04,2.5
2019-01-07,2.4
2019-01-08,2.4
2019-01-09,2.3
2019-01-10,2.4
2019-01-11,2.4
2019-01-14,2.4
2019-01-15,2.4
2019-01-16,2.4
2019-01-17,2.4
2019-01-18,2.4
2019-01-21,2.4
2019-01-22,2.4
2019-01-23,2.4
2019-01-24,2.45
2019-01-25,2.45
2019-01-28,2.4
2019-01-29,2.45
2019-01-30,2.45
2019-01-31,2.45
2019-02-01,2.45
2019-02-04,2.45
2019-02-05,2.45
2019-02-06,2.45
2019-02-07,2.45
2019-02-08,2.45
2019-02-11,2.45
2019-02-12,2.45
2019-02-13,2.45
2019-02-14,2.45
2019-02-15,2.45
